[0.14-11.42] 好
[4495.75-4497.35] 很可能是上一世的妻子
[4497.35-4499.49] 这一世的女儿
[4499.51-4501.91] 儿子很可能是上一世的老公
[4501.91-4503.59] 或者这一世的老公
[4503.59-4507.31] 你两世以前还是夫妻
[4507.31-4507.97] 只不过女人男
[4507.97-4508.61] 他是女的
[4508.61-4510.73] 这辈子变成你女他男的
[4510.73-4512.71] 总之就是你要是具备了慧眼
[4512.71-4513.51] 开了天眼之后
[4513.51-4514.33] 你就知道
[4514.33-4515.89] 其实婚姻是什么
[4515.89-4518.83] 婚姻是一次party
[4518.83-4520.99] 一次老友重逢
[4520.99-4523.13] 一次我们认识了千年
[4523.13-4524.95] 几百年的这些老灵魂
[4524.95-4527.45] 我们又一次玩了一个新游戏
[4527.45-4529.49] 又是这几个老哥们在一起
[4529.51-4530.63] 老姐们在一起
[4530.63-4534.65] 我们又在玩这样一场新的国家游戏
[4534.65-4535.85] 多好玩
[4535.85-4537.69] 如果你不结婚
[4537.69-4538.91] 就没这个机会了
[4538.91-4540.57] 形单影只的
[4540.57-4544.17] 你的那些姻缘际会来的
[4544.17-4546.15] 那些老哥们老姐们
[4546.15-4547.05] 他们也进不来
[4547.05-4549.67] 他们也就是只能通过其他的方式
[4549.67-4551.57] 去其他地方玩了
[4551.57-4552.01] 明白吗
[4552.01-4553.09] 就是你开个局
[4553.09-4554.77] 就是你开个电子盘
[4554.77-4555.69] 大家一起玩
[4555.69-4557.03] 好了
[4557.03-4559.07] 所以你不要恐婚
[4559.51-4561.59] 所以看着他们每次出来玩
[4561.59-4562.73] 需要各种编理由
[4562.73-4563.41] 攒积分
[4563.41-4565.93] 出来后又是那么真实的开心
[4565.93-4566.93] 虽然很多时候
[4566.93-4569.81] 一晚上妹子的手都没碰到过一回
[4569.81-4572.05] 这深深的加剧了我对婚姻的恐惧
[4572.05-4574.05] 还是你那些叔叔大爷
[4574.05-4574.69] 还都不成熟
[4574.69-4575.97] 我出去喝花酒
[4575.97-4577.71] 我们张教授从来都不管我
[4577.71-4579.05] 他知道我出去
[4579.05-4581.91] 他知道你这个东西
[4581.91-4584.43] 你去应付一下
[4584.43-4587.75] 编理由攒积分
[4587.75-4589.09] 然后他出来之后
[4589.09-4590.09] 还深深的开心
[4590.09-4591.65] 我们列治文就最好的
[4591.65-4594.59] 就是喝花酒的地方
[4594.59-4595.25] 你看我去吗
[4595.25-4596.15] 我从来不去
[4596.15-4596.45] 为什么
[4596.45-4597.91] 因为我在这没有生意了
[4597.91-4599.41] 我不需要再应酬了
[4599.41-4601.45] 我自己不想去的
[4601.45-4602.53] 我觉得没有意思
[4602.53-4602.79] 真的
[4602.79-4604.19] 因为你根本不认识他
[4604.19-4606.01] 你去那摸他去什么玩意
[4606.01-4607.05] 对不对
[4607.05-4608.19] 岔着一袋的
[4608.19-4609.09] 但又带沟道
[4609.09-4610.87] 在那去尬聊
[4610.87-4612.07] 尬亲
[4612.07-4614.25] 有意思吗
[4614.25-4617.11] 这几年酒局淡了
[4617.11-4618.17] 很多首富
[4618.17-4619.07] 成了首富
[4619.09-4623.05] 因为回报率以及风险控制的原因
[4623.05-4627.49] 现在我们只投主流新人公司的项目
[4627.49-4629.65] 我的社交圈华人也少去
[4629.65-4633.59] 但当我与许多当地政商界人士混熟以后
[4633.59-4635.49] 我发现其实他们也是换汤不药
[4635.49-4636.01] 不换药
[4636.01-4637.69] 听我讲过老白男
[4637.69-4639.69] 我们风险投资圈
[4639.69-4641.95] 投行圈那些老白男的故事
[4641.95-4644.45] 跟中国男人一模一样
[4644.45-4647.27] 跟那些中国叔叔拜拜是一样的
[4647.27-4648.11] 换老婆
[4648.11-4649.07] 养老婆
[4649.09-4649.65] 养小三
[4649.65-4650.65] house number one
[4650.65-4651.45] house number two
[4651.45-4652.61] 这都是一样的
[4652.61-4654.25] house number one
[4654.25-4654.93] house number two
[4654.93-4655.99] 不是我发明的
[4655.99-4657.33] 是老白男告诉我的
[4657.33-4658.93] 这是我的house number one
[4658.93-4659.71] 在los angeles
[4659.71-4660.89] 我house number two
[4660.89-4661.55] 在phonix
[4661.55-4664.85] 我的house number one
[4664.85-4666.29] 我这两个孩子已经上班了
[4666.29-4667.57] 然后我house number two的孩子
[4667.57-4669.37] 今天上四年级
[4669.37-4669.95] 五年级
[4669.95-4670.93] 这两个
[4670.93-4671.55] 一男一女
[4671.55-4672.41] 可高兴了
[4672.41-4673.51] 都一样的
[4673.51-4674.03] 养小三
[4674.03-4675.93] 养小三
[4675.93-4678.41] 本质上
[4678.41-4679.07] 还是背着老白男的故事
[4679.09-4680.21] 老婆偷偷出来happy
[4680.21-4681.95] 但你不熟的话
[4681.95-4682.67] 绝对看不出来
[4682.67-4684.59] 那些西装革履的白色
[4684.59-4685.25] 粘头版
[4685.25-4687.19] 其实也没有特别粘头版
[4687.19-4688.37] 我的结论是
[4688.37-4689.93] 有事业心的男人
[4689.93-4691.19] 没有玩够了
[4691.19-4691.59] 这一说
[4691.59-4691.99] 有
[4691.99-4693.63] 有玩够了一说
[4693.63-4695.93] 在这个刺激度很大的社会
[4695.93-4697.75] 离婚率就更别提了
[4697.75-4699.11] 我想很多年轻人
[4699.11-4700.07] 也有恐婚的问题
[4700.07-4701.41] 我很enjoy happy time
[4701.41-4702.93] 但家庭的温暖
[4702.93-4703.95] 无可替代
[4703.95-4705.51] 十分不愿意伤害
[4705.51-4707.09] 我爱并爱我的妻子
[4707.09-4708.69] 又百般不想成为
[4708.69-4709.91] 被束缚的可怜人
[4709.91-4711.01] 真实的男人
[4711.01-4711.97] 一定要二选一吗
[4711.97-4713.17] 世界上是否有平衡
[4713.17-4713.81] 这一切的大法
[4713.81-4714.73] 提前感谢大老王
[4714.73-4715.93] 真心话大冒险
[4715.93-4717.17] 答案非常简单
[4717.17-4718.09] 当然有
[4718.09-4718.55] 第一
[4718.55-4719.37] 晚点结婚
[4719.37-4721.53] 先把自己玩够了
[4721.53-4721.87] 这个
[4721.87-4723.19] 你王叔
[4723.19-4725.23] 一直秉持这个教育理念
[4725.23-4726.45] 包括自己的孩子
[4726.45-4728.97] 你一定要玩够了
[4728.97-4729.43] 你一定要
[4729.43-4730.85] 对各种尺寸的火箭
[4730.85-4731.51] 你女儿
[4731.51-4733.35] 你都得吃过
[4733.35-4733.93] 见过
[4733.93-4736.17] 你从来就没吃过
[4736.17-4736.87] 方便面的货
[4736.87-4737.49] 然后你说
[4737.49-4738.65] 我对满汉权
[4738.69-4739.85] 完全区别抵抗力
[4739.85-4740.35] 我可不行
[4740.35-4742.17] 所以你至少
[4742.17-4744.15] 你得恋爱那么几次
[4744.15-4744.77] 或者说
[4744.77-4746.65] 过了男人关
[4746.65-4747.29] 或者女人关
[4747.29-4748.99] 这是一个非常重要的过程
[4748.99-4750.71] 然后你才知道
[4750.71-4751.97] 性和爱
[4751.97-4754.37] 肉体和感情之间的区别
[4754.37-4755.65] 这个时候
[4755.65-4758.25] 你才能格外的珍惜感情
[4758.25-4759.79] 灵魂的match
[4759.79-4760.69] 而不是肉体
[4760.69-4762.89] 所以前提是
[4762.89-4763.61] 别得艾滋病
[4763.61-4764.25] 在这过程
[4764.25-4765.47] 记住保护自己
[4765.47-4767.09] 但是在这个过程中
[4767.09-4767.79] 记住我的话
[4767.79-4768.65] 就是一定要
[4768.65-4769.53] 要玩够了
[4769.53-4772.15] 一定要多试几个女朋友
[4772.15-4774.03] 然后多试几次恋爱
[4774.03-4774.69] 几场恋爱
[4774.69-4776.65] 然后你才能知道
[4776.65-4777.97] 灵魂的match
[4777.97-4781.79] 性格和自己舒服有多重要
[4781.79-4782.33] 否则的话
[4782.33-4784.81] 开始你会迷恋于性爱
[4784.81-4786.39] 迷恋于肉体
[4786.39-4788.15] 那你就是出现那些叔叔们
[4788.15-4789.39] 不成熟的一面了
[4789.39-4791.23] 那肉体总是年轻的好
[4791.23-4793.29] 那总是18岁的好
[4793.29-4794.17] 那你就等于是
[4794.17-4796.27] 没完成那个窃妹的过程
[4796.27-4797.77] 对于肉欲的窃妹的过程
[4798.65-4799.97] 之后你才知道
[4799.97-4801.59] 原来少妇好
[4801.59-4803.83] 年轻不识货
[4803.83-4805.45] 错把少女当成宝
[4805.45-4808.63] 你一直到原来还是少妇好的时候
[4808.63-4809.71] 就好办了
[4809.71-4810.83] 因为一直到50岁
[4810.83-4812.17] 女生只要保养的好
[4812.17-4813.39] 都是少妇状态
[4813.39-4815.03] 从25岁到50岁
[4815.03-4816.45] 这25年的花期
[4816.45-4819.13] 那就足以支撑你一次稳定的婚姻
[4819.13-4820.41] 孩子长大了
[4820.41-4822.03] 你也老了
[4822.03-4823.55] 所以在这个过程中
[4823.55-4824.55] 你开始玩一玩
[4824.55-4825.35] 你到34了
[4825.35-4826.01] 你差不多了
[4826.01-4826.27] 我觉得
[4826.27-4828.53] 如果你现在还找不定
[4828.65-4829.21] 还搞不定
[4829.21-4829.65] 我告诉你
[4829.65-4831.01] 那你现在的女朋友
[4831.01-4832.75] 可能不是你老婆
[4832.75-4834.73] 为什么
[4834.73-4835.39] 你恐婚了吗
[4835.39-4835.93] 就很简单
[4835.93-4838.53] 你的心当然知道答案
[4838.53-4840.27] 就是你不是因为爱情
[4840.27-4841.01] 跟她在一起
[4841.01-4842.61] maybe你是因为性
[4842.61-4844.63] 我觉得性的可能性也不大
[4844.63-4846.69] maybe是因为门当户对
[4846.69-4848.59] 爸爸妈妈把你摁到那
[4848.59-4850.33] 总之这个时候
[4850.33-4852.25] 这种婚姻是不要的
[4852.25-4852.69] 不要
[4852.69-4853.31] 否则的话
[4853.31-4854.43] 一定会跟你那些叔叔
[4854.43-4855.23] 白板米一样
[4855.23-4857.55] 结婚几年以后
[4857.55-4858.65] 编理由
[4858.65-4859.37] 出去跑
[4859.37-4861.03] 这个没有意思
[4861.03-4863.31] 既然家里边
[4863.31-4864.47] 给你这么好的一个条件
[4864.47-4867.45] 你不用为了生存去折腰了
[4867.45-4868.97] 30多岁
[4868.97-4870.21] 可以做一些投资
[4870.21-4871.67] 这种高端局
[4871.67-4874.07] 那你不妨就追寻自己的心
[4874.07-4876.41] 找一个真正的爱你的女人
[4876.41-4878.03] 和你爱的女人
[4878.03-4878.79] 那你这个时候
[4878.79-4879.31] 你结了婚
[4879.31-4880.11] 生了孩子之后
[4880.11-4881.45] 你不想出去玩
[4881.45-4883.43] 就是鼓励你出去玩
[4883.43-4884.33] 你都懒得出去玩
[4884.33-4885.67] 因为你俩很和谐
[4885.67-4886.65] 你干嘛要出去玩
[4886.65-4888.39] 就在家跳交易舞
[4888.39-4888.63] 都跳了
[4888.65-4889.15] 挺累的
[4889.15-4890.03] 你出去跳什么玩意
[4890.03-4890.83] 你不累
[4890.83-4893.97] 在家跳最高端的交易舞
[4893.97-4894.55] 最难的
[4894.55-4896.63] 你都过了瘾了
[4896.63-4897.31] 然后出去说
[4897.31-4899.71] 咱们玩那种农村土地
[4899.71-4900.73] 你肯定说去
[4900.73-4904.39] 今年今天这场生意
[4904.39-4905.25] 如果能挣10亿
[4905.25-4905.87] 我就去了
[4905.87-4906.95] 我豁出去了
[4906.95-4907.63] 如果不是
[4907.63-4908.37] 不去了
[4908.37-4908.97] 明白吗
[4908.97-4910.31] 这就是平衡点
[4910.31-4912.93] 所以不要伪装的幸福
[4912.93-4913.19] 没错
[4913.19-4914.09] 不要伪装的婚姻
[4914.09-4915.65] 如果你现在跟他处
[4915.65-4918.13] 你都觉得恐婚
[4918.13-4918.63] 不可
[4918.65-4920.15] 那你就最好
[4920.15-4921.43] 真话很扎心
[4921.43-4923.17] 宁差十度失庄婚
[4923.17-4924.01] 咱不修一座庙
[4924.01-4924.65] 为什么
[4924.65-4925.87] 省了你们再离婚
[4925.87-4927.65] 不好的婚姻
[4927.65-4928.47] 不如没有婚姻
[4928.47-4930.61] 如果结错了
[4930.61-4932.51] 那你还不如不结
[4932.51-4933.95] 因为结错了之后
[4933.95-4934.69] 全是伤害
[4934.69-4938.38] 所以你就找一个合适的
[4938.38-4939.16] 找一个你觉得
[4939.16-4940.30] 必须娶回家的
[4940.30-4940.98] 然后你跟他
[4940.98-4941.88] 共同组织家庭
[4941.88-4943.16] 有这个冲动的才行
[4943.16-4944.46] 否则的话就别弄了
[4944.46-4945.56] 好嘞
[4945.56-4948.32] 咱们就这么计吧
[4948.32-4949.14] 好嘞
[4949.14-4951.51] 再见
[4951.53-4953.51] 老王你眨眨眼
[4953.51-4954.57] 我就知是张老师在边
[4954.57-4954.89] 没有
[4954.89-4956.21] 他带着孩子走了
[4956.21-4957.17] 不在这
[4957.17-4958.83] 因为今天我要犯黄
[4958.83-4960.77] 我让他带着孩子都走
[4960.77-4963.35] 拜拜
[4963.35-4965.69] 王叔真的很想让您
[4965.69-4966.61] 给我看一下八字
[4966.61-4968.21] 我是之前在Cask
[4968.21-4969.15] 碰到过您的
[4969.15-4971.33] 我有印象
[4971.33-4974.09] Cask碰上过一个女生
[4974.09-4975.03] 你是那个女生吧
[4975.03-4977.03] 挺有福相的女生
[4977.03-4981.02] 还有一个小伙子
[4981.02-4981.86] 我碰上过
[4981.86-4983.18] 两三个女生
[4983.20-4984.04] 不知道了已经
[4984.04-4985.20] 我不知道你是哪一个
[4985.20-4987.12] 好嘞
[4987.12-4987.70] 再见
[4987.70-4988.86] 再见
[4988.86-4989.70] 拜拜
[4989.70-4992.02] 今天就是增一场
[4992.02-4995.66] 有艾丽小姐来了
[4995.66-4997.20] 艾丽小姐是新西兰的
[4997.20-4998.52] 今天这老黄了
[4998.52-4999.52] 艾丽小姐姐
[4999.52-5003.36] 宁拆时装不合适的婚
[5003.36-5005.64] 就不拆一座
[5005.64-5006.42] 不拆一座
[5006.42-5007.16] 不修一座庙
[5007.16-5010.96] 王哥你再聊会儿
[5010.96-5012.54] 长夜万万无心睡眠
[5012.54-5014.62] 就三会直播吧
[5014.62-5015.86] 就三
[5015.86-5018.40] 我心神不宁
[5018.40-5019.88] 我总觉得会出大事
[5019.88-5020.34] 那天
[5020.34-5021.74] 我操
[5021.74-5022.88] 我真的觉得会出大事
[5022.88-5023.70] 那天
[5023.70-5025.30] 那天门城楼出了大事
[5025.30-5026.74] 好家伙在这冒着烟
[5026.74-5028.54] 我靠刺激
[5028.54-5030.38] 刺激
[5030.38-5032.54] 我去我的刺激死我了
[5032.54-5036.90] 今天老王弥补了家庭
[5036.90-5037.92] 没有的这方面教育
[5037.92-5040.94] 确实中国的家庭不说这些东西
[5040.94-5042.14] 就是他不不交流
[5042.14-5044.74] 而且我以为外国的家庭会说
[5044.74-5045.88] 后来我发现外国的家庭
[5045.90-5046.54] 也不说
[5046.54-5048.28] 传统的基督教家庭
[5048.28-5049.22] 跟我们一样
[5049.22-5050.66] 讳莫如深
[5050.66-5051.58] 这就是问题
[5051.58-5053.68] 就是开不了口
[5053.68-5055.10] 觉得这东西不能提
[5055.10-5056.24] 可是不能提
[5056.24-5057.74] 孩子就会走错了
[5057.74-5060.34] 宁可走错也不提
[5060.34-5065.28] 我的父母是NPD
[5065.28-5066.68] 咱们两个离婚是正当
[5066.68-5067.94] 因为结错了
[5067.94-5069.00] 结错了
[5069.00-5071.02] 互相磨成了NPD了
[5071.02-5071.74] NDP了
[5071.74-5072.90] 结错婚了
[5072.90-5074.06] 所以一定不能结错婚
[5074.06-5075.82] 结婚一定要晚
[5075.82-5076.90] 要谨慎
[5076.90-5078.34] 这玩意一锤子买卖
[5078.34-5079.58] 结婚是一锤子买卖
[5079.58-5082.26] 你原本都是在最后召唤神龙
[5082.26-5083.66] 拆散我们吧
[5083.66-5088.08] 让现在一切回到我们结婚之前的状态
[5088.08-5088.58] 那不可能
[5088.58-5089.74] 神龙不玩这个
[5089.74-5091.64] 好了
[5091.64-5094.42] 最近我也是心神不宁
[5094.42-5095.26] 拿硬起来
[5095.26-5099.38] 我偶然得知
[5099.38-5101.26] 你之前在北京时的某同事
[5101.26-5102.98] 居然是我某挚友的老师
[5102.98-5103.54] 谁啊
[5103.54-5104.86] 我就讨厌这个
[5104.86-5105.74] 什么叫某同事
[5105.82-5108.58] 咱们聊天室又不是什么见不得人的事
[5108.58-5109.90] 哪个同事你说明
[5109.90-5111.38] 然后我给你点评点评
[5111.38-5113.46] 是真的我的同事
[5113.46-5114.50] 还是装的我的同事
[5114.50-5119.10] 老王移民新西兰加拿大给推荐一下
[5119.10-5119.94] 还没得推荐
[5119.94-5121.74] 还是不要逼脸的问题
[5121.74-5123.66] 哪个要你就去哪就得了
[5123.66-5128.06] 我是去范冰冰的还是去李冰冰的
[5128.06-5129.30] 就你随便取一个
[5129.30-5135.66] 老王改变了我们家吹风机的用法
[5135.66-5138.66] 对吹风机一下变得多功能了
[5138.70-5140.90] 王叔叔我想来温哥华找您吃饭
[5140.90-5141.38] 可以
[5141.38-5145.18] 李懿带娃的小捎妇能娶吗
[5145.18-5146.54] 当然能娶了
[5146.54-5148.22] 当然能娶了
[5148.22-5150.34] 李懿带个小娃
[5150.34-5151.58] 这不是还买衣送衣吗
[5151.58-5153.18] 你占大便宜了
[5153.18-5158.02] 你这你一定要解放山河四省那种傻逼老农民的思想
[5158.02-5158.42] 你知道吧
[5158.42-5159.98] 你要有成吉思汗
[5159.98-5161.66] 有曹操的胸怀
[5161.66-5164.18] 就是小捎妇带着过来
[5164.18-5165.54] 不是省了你生了吗
[5165.54-5166.62] 管你叫爹
[5166.62-5168.06] 我操多爽啊
[5168.06-5168.26] 我操多爽啊
[5168.70-5171.06] 你自己你生了养那么大多费劲
[5171.06-5171.62] 你知道吧
[5171.62-5173.46] 你养一个孩子
[5173.46-5174.50] 能比养个小狗
[5174.50-5176.18] 比养棵树的难多了
[5176.18-5178.82] 这带着四五岁小孩过来叫你爹来了
[5178.82-5180.46] 我操你买多多一山
[5180.46-5183.06] 太能娶了
[5183.06-5186.55] 你要做多尔滚吗
[5186.55-5187.43] 什么
[5187.43-5188.59] 老王东南亚合适
[5188.59-5192.67] 东南亚不适合移民
[5192.67-5194.03] 东南亚就是马来西亚
[5194.03-5194.99] 槟城还行
[5194.99-5196.31] 其他地方都不太合适
[5196.31-5199.79] 来个便宜儿子多好
[5199.79-5200.63] 没错
[5200.63-5202.03] 没胸怀
[5202.03-5203.31] 绝大部分人没有
[5203.31-5206.79] 他们这些人都是我这太强的NPC
[5206.79-5209.71] 你首先能悟透你是NPC
[5209.71-5210.59] 明白吧
[5210.59-5212.07] 悟透你是NPC
[5212.07-5216.48] 是你乘胜的第一步
[5216.48-5220.04] 你玩过电子游戏吗
[5220.04-5220.92] 一个站好
[5220.92-5222.28] 打地震一个优势站好
[5222.28-5224.36] 都玩过电子游戏吗
[5224.36-5226.52] 玩电子游戏的时候会看到NPC
[5226.52-5229.48] 你如果玩电子游戏
[5229.48-5230.40] 你看到NPC的话
[5230.40-5231.48] 你加他一眼吗
[5231.52-5233.12] 你你加他一眼吗
[5233.12-5234.48] 你是不是不加他一眼
[5234.48-5236.92] 因为你知道那个傻逼在那会走来走去
[5236.92-5237.84] 走来走去
[5237.84-5239.80] 你就他应他是NPC
[5239.80-5242.48] 他的使命就是在那走来走去
[5242.48-5245.02] 上帝视角
[5245.02-5246.18] 人类就是这样
[5246.18-5246.94] 明白吧
[5246.94-5250.34] 所以带拖油瓶的小男玩
[5250.34-5252.86] 小少妇要跟这个小小伙子结婚
[5252.86-5255.14] 这小伙子觉得这小少妇各种各样都好
[5255.14-5256.30] 但是他一定不能同意
[5256.30-5256.66] 为什么
[5256.66-5258.62] 因为NPC他就不能同意
[5258.62-5262.30] NPC就会认为好丢人
[5262.30-5262.74] 好丢人
[5262.74-5264.62] 这不是一手货
[5264.62-5266.46] NPC就拐弯走了
[5266.46-5269.86] 所以人家上帝命运之神加你都不带加你
[5269.86-5270.82] 你就是个傻逼
[5270.82-5271.42] 我操
[5271.42-5272.62] 你就傻逼应该做的
[5272.62-5273.70] 你果然就是那么做的
[5273.70-5274.30] OK
[5274.30-5275.94] 傻逼无疑跳过
[5275.94-5276.74] 鉴定完毕
[5276.74-5277.54] 不用再看了
[5277.54-5279.54] 你不按着他那走
[5279.54-5280.22] 我操
[5280.22-5285.86] 在人生的大游戏上帝就会看你一眼
[5285.86-5286.42] 我操
[5286.42-5289.58] NPC怎么没在那个位置走
[5289.78-5291.02] 他怎么出来了
[5291.02-5292.14] 就咱这房子里面有个人
[5292.14-5294.30] 咱这房子NPC不都在里面转的吗
[5294.30-5295.22] 这货怎么出来了
[5295.22-5296.10] 我得看他一眼
[5296.10-5298.02] 只要上帝看了你一眼
[5298.02-5298.82] 你就赢了
[5298.82-5301.30] 听懂了吗
[5301.30-5302.26] 就这么简单
[5302.26-5303.74] 因为你在玩游戏的时候
[5303.74-5304.54] 你是上帝
[5304.54-5306.18] 你看了NPC一眼
[5306.18-5306.86] 你已经赢了
[5306.86-5308.42] NPC已经赢了
[5308.42-5312.66] 因为上帝根本不会看他们的
[5312.66-5315.42] 王叔
[5315.42-5316.26] 我现在22
[5316.26-5317.78] 是不是应该多找几个炮友
[5317.78-5318.78] 就别说找炮友
[5318.78-5320.38] 就是找几个处几个朋友
[5320.38-5321.02] 应该的
[5321.02-5324.06] 我在新加坡待了20多年
[5324.06-5324.78] 觉得挺好的
[5324.78-5324.86] 啊
[5324.86-5326.18] 为啥老王不是说
[5326.18-5326.58] 啊
[5326.58-5327.98] 我说东南亚
[5327.98-5330.22] 我觉得我的印象里面说东南亚
[5330.22-5331.74] 我以为不包括新加坡
[5332.46-5333.94] 我一说东南亚
[5333.94-5335.06] 我就觉得什么泰国
[5335.50-5336.14] 马来西亚
[5336.66-5337.42] 印度尼西亚
[5337.70-5338.14] 越南
[5338.22-5339.14] 那叫东南亚
[5339.38-5342.94] 新加坡总是觉得东南亚总是不发达
[5342.94-5344.46] 不是法律
[5344.46-5345.62] 新加坡当然例外了
[5345.62-5349.27] 离中虎
[5349.27-5349.99] 离为火
[5349.99-5350.63] 中虚名
[5350.63-5352.31] 知道自己是傻逼以后格外开心
[5352.31-5353.87] 祝老王节目越来越好
[5353.87-5354.67] 嘎嘎网养
[5354.67-5355.11] 谢谢你
[5355.11-5356.27] 祝你发大财
[5356.27-5356.95] 离为火
[5356.95-5357.55] 中虚名
[5357.55-5358.39] 啊
[5358.39-5360.31] 祝你新生活愉快
[5360.31-5361.07] 呵呵
[5361.07-5363.31] 这个NPC理论我又得到了
[5363.31-5363.67] 对
[5363.67-5364.19] 就是老王
[5364.19-5366.19] 这直播就是偶尔给你冒出来一句
[5366.19-5366.51] 我操
[5366.51-5369.43] 一下子点醒你梦中人啊
[5369.43-5374.39] 一定不要按NPC的路子走
[5375.07-5375.75] 否则的话
[5375.75-5377.91] 你永远无法摆脱轮回
[5378.31-5379.39] 你就是个傻逼
[5379.39-5380.07] 早下在那儿
[5380.07-5381.03] 不不不
[5381.03-5381.95] 马上在那傻逼
[5381.95-5383.39] 是在路口来回走
[5384.39-5386.03] 别别干大事
[5386.03-5386.11] 啊
[5386.11-5386.23] 啊
[5386.23-5391.53] ,NBC乱觉醒会被杀毒软件清理吗
[5391.53-5393.29] 有可能
[5393.29-5394.41] 看你干啥
[5394.41-5396.05] 你天天杀人去了
[5396.05-5397.13] 那他就来清理你了
[5397.13-5398.57] 你天天做好事
[5398.57-5399.53] 他就不来清理你了
[5399.53-5401.41] 他把你升级为杀毒软件了
[5401.41-5403.09] 他啊
[5403.09-5406.41] 宅山英和你具体是啥关系
[5406.41-5409.01] 具体是我俩现在没关系
[5409.01-5411.41] 我们俩已经16年17年没见了
[5411.41-5415.57] 我最后一次见宅山英是在利斯卡尔顿吃分手饭
[5415.57-5417.45] 请他喝了瓶茅台
[5417.45-5417.89] 嗯
[5417.93-5419.97] 他说他要辞职
[5419.97-5421.25] 不再兼任国际干了
[5421.25-5422.25] 我说呢
[5422.25-5424.45] 咱哥俩在利斯卡尔顿吃顿饭
[5424.45-5425.61] 他说用不着那么贵吧
[5425.61-5427.45] 咱哥俩就不用装了
[5427.45-5429.05] 不是我说我不是装
[5429.05-5429.93] 我说别的餐厅
[5429.93-5432.53] 我觉得没有礼仪感
[5432.53-5434.37] 就是咱俩吃顿分手饭
[5434.37-5436.65] 必须在金融街利斯卡尔顿中餐厅
[5436.65-5439.41] 必须进必须进包间
[5439.41-5441.05] 我操就两人没办法
[5441.05-5442.01] 必须喝茅台
[5442.01-5444.33] 因为那会我也是没有什么好酒
[5444.33-5445.45] 只有飞天茅台
[5445.45-5446.65] 我给他带一瓶飞天茅台
[5446.65-5447.77] 我说咱俩干上
[5447.77-5449.21] 你为什么辞职
[5449.21-5450.45] 他说为什么辞职
[5450.45-5451.09] 为什么辞职
[5451.09-5452.05] 我说那好
[5452.05-5453.01] 祝你一路顺风
[5453.01-5454.29] 就是最后一次
[5454.29-5460.91] 2007年或者08年
[5460.91-5462.19] 我忘了具体是哪一年
[5462.19-5464.49] 不是07年就是08年
[5464.49-5466.85] 你跟今天是2025年
[5466.85-5469.33] 18年以前
[5469.33-5471.73] 就是我18年没有见他了
[5471.73-5472.87] 18年没见他
[5472.87-5476.06] 老王写的来信
[5476.06-5476.92] 不知多久能读到
[5476.92-5478.78] 两三天我就会彻底的看一次
[5478.78-5480.70] 啊
[5480.78-5482.06] 做个骂人机器
[5482.06-5482.72] 你切片可以吧
[5482.72-5483.50] 可以随便
[5483.50-5488.63] NPC说的是啥
[5488.63-5490.03] 就是NPC
[5490.03-5491.35] 就是电子游戏里边
[5491.35-5492.63] 那个那种角色
[5492.63-5493.83] 那就叫NPC
[5493.83-5494.85] 就是这个
[5494.85-5496.85] 就是不是具有自主知识的
[5496.85-5498.87] 没有具有自我意识的
[5498.87-5499.91] 就是在电脑里边
[5499.91-5501.01] 被人设定好了的
[5501.01-5503.27] 比如说一个寻山的小妖怪
[5503.27-5504.83] 或者一个把门的
[5504.83-5506.95] 就是电脑游戏里边
[5506.95-5507.99] 把门的一个小妖
[5507.99-5509.99] 那叫小时候打过混豆罗
[5509.99-5512.33] 那个里边拿着小枪跑出来
[5512.33-5512.79] 那句句
[5512.95-5513.67] 就叫NPC
[5513.67-5514.95] 你知道他没有脑子
[5514.95-5515.59] 那是傻逼
[5515.59-5516.95] 我操他就他过来
[5516.95-5518.83] 他NPC你知道他过来
[5518.83-5520.27] 他就是拿着个枪过来冲过来
[5520.27-5521.07] 打你的
[5521.07-5521.83] 然后你一跳
[5521.83-5522.91] 他也不知道
[5522.91-5523.95] 他不知道你一跳
[5523.95-5524.99] 他他能追你
[5524.99-5525.43] 他也不知道
[5525.43-5526.47] 他就往前打
[5526.47-5527.71] 那个叫NPC
[5527.71-5529.07] 明白吧
[5529.07-5530.35] 玩过那个马里奥吗
[5530.35-5536.67] 那个长出来的小蘑菇和爬过来的小乌龟都叫NPC
[5536.67-5542.79] 嗯
[5542.79-5543.99] 谢谢您第一次看直播
[5543.99-5545.31] 很幸运遇到大王
[5545.31-5546.71] 您真是明白了
[5546.71-5550.43] 开开问开问林开问是上海人吗
[5550.47-5551.91] 上海人一般都叫开文
[5551.91-5554.47] 上海人如果去去英文名
[5554.47-5556.27] 男的很容易叫成开文
[5556.27-5557.99] 嗯
[5557.99-5562.38] 骂人机已经要把骂南京照相馆那放
[5562.38-5564.44] 嗯
[5564.44-5567.63] 教主
[5567.63-5569.13] 我要给你写第二封信了
[5569.13-5570.45] 体能提升干活
[5570.45-5570.73] 好
[5570.73-5572.17] 你写吧
[5572.17-5572.63] 啊
[5572.63-5574.65] NPC
[5574.65-5577.47] 你你别你别弄那些网上那些没用的东西啊
[5577.47-5579.85] 就是你要你要写就是你自己弄的啊
[5579.85-5581.07] 你自己的知识
[5581.07-5582.39] 你你可千万别啊
[5582.39-5582.51] 啊
[5582.51-5582.53] 啊
[5582.53-5582.55] 啊
